Título;Preço;Taxa de Condomínio;IPTU;Área;Banheiros;Vagas na Garagem;Detalhes do Imóvel;Detalhes do Condominio;CEP;Município;Bairro;Logradouro;Quartos
Apartamento Colosso Galdina Barbosa para venda com 183 metros quadrados com 3 suítes em Ca;650000;1250;3650;183;4;2;Armários na cozinha, Armários embutidos, Área de serviço, Ar condicionado, Piscina, Varanda;Permitido animais, Elevador, Condomínio fechado, Salão de festas, Piscina, Portaria;59082190;Natal;Capim Macio;Rua Humberto Monte;3
Oportunidade de Morar diante de um Paraíso!!!;340000;0;0;58;2;1;Varanda, Área de serviço, Piscina, Churrasqueira;Elevador, Piscina, Segurança 24h;59090450;Natal;Ponta Negra;Rua Poeta Jorge Fernandes;2
Vendo excelente apartamento de 3 quartos no Solar Alta Vista;1500000;1100;0;196;4;4;Piscina, Área de serviço, Academia;Academia, Salão de festas, Elevador, Portaria, Piscina, Permitido animais, Condomínio fechado;59082000;Natal;Capim Macio;Rua Ismael Pereira da Silva;3
Flat para aluguel e venda tem 36 metros quadrados com 1 quarto em Ponta Negra - Natal - RN;250000;578;1075;36;1;1;Churrasqueira, Ar condicionado, Piscina, Mobiliado;Piscina;59092030;Natal;Ponta Negra;Rua Praia de Camboinhas;1
Terrazzo Candelária - 145m² 4 quartos sendo 2 suítes próximo a Jaguarari. .;599900;1000;4522;145;1;3;Área de serviço;empty;59064330;Natal;Candelária;Rua Anísio de Souza;4
Lacqua com 117 metros  Neópolis - Natal - RN;530000;700;0;117;3;3;Mobiliado, Ar condicionado, Piscina, Academia, Churrasqueira;Condomínio fechado, Salão de festas, Portaria, Academia, Elevador, Permitido animais, Piscina;59086005;Natal;Neópolis;Rua Lúcia Viveiros;3
Apartamento à venda 204m2 com 3 suítes em Tirol - Natal - RN;780000;1350;5174;204;5 ou mais;2;Academia, Churrasqueira, Piscina;Elevador, Condomínio fechado, Salão de festas, Piscina, Permitido animais, Portaria, Academia;59015090;Natal;Tirol;Rua Henri Koster;3
Apartamento A 40M da Airton Senna;130000;200;0;62;2;1;Área de serviço;Condomínio fechado, Permitido animais, Portaria;59088725;Natal;Neópolis;Rua Minas Novas;2
Lindo Apartamento para venda no condomínio lacqua, 3 quartos sendo um suíte, natal - rn;450000;513;2246;92;3;2;Churrasqueira, Ar condicionado, Academia, Piscina, Varanda;Permitido animais, Academia, Condomínio fechado, Elevador, Salão de festas, Piscina;59086005;Natal;Neópolis;Rua Lúcia Viveiros;3
Oportunidade! ApartameOportunidade! Apartamento em Morro Branco com 257m² -  4 suítes;950000;1400;0;257;5 ou mais;3;Piscina, Churrasqueira, Armários na cozinha, Varanda, Armários embutidos, Área de serviço, Quarto de serviço;Salão de festas, Condomínio fechado, Portaria, Permitido animais, Piscina, Elevador;59015220;Natal;Tirol;Rua Sargento Wolff;4
Vendo apartamento 3 quartos Capim Macio;525000;0;0;92;3;2;Área de serviço, Piscina, Academia;Piscina, Salão de festas, Academia, Segurança 24h, Elevador;59082200;Natal;Capim Macio;Rua Alexandre Câmara;3
Natal - Apartamento Padrão - Tirol;1450000;1008;4819;145;4;3;empty;empty;59020240;Natal;Tirol;Rua Ceará Mirim;3
Apartamento de alto padrão para venda em Candelária;1500000;2500;0;369;5 ou mais;4;Churrasqueira, Piscina;Portaria, Elevador, Salão de festas, Piscina;59064430;Natal;Lagoa Nova;Rua Deputado Clóvis Motta;5 ou mais
Belíssimo apartamento à venda c/ 3 suítes -  2 vagas no Barro Vermelho, Natal/RN;560000;820;0;124;4;2;Varanda, Churrasqueira, Piscina;Elevador, Piscina;59022600;Natal;Barro Vermelho;Rua Almirante Nelson Fernandes;3
NATAL - Padrão - Ribeira;300000;348;1700;58;2;2;Varanda, Academia, Piscina, Área de serviço;Elevador, Piscina, Academia, Salão de festas;59012145;Natal;Rocas;Rua Engenheiro Vulpiano Cavalcanti Filho;2
Apartamento para venda com 140 metros quadrados com 3 quartos em Barro Vermelho - Natal -;930000;1050;3800;140;5 ou mais;2;Área de serviço, Churrasqueira, Ar condicionado;Salão de festas, Portaria, Condomínio fechado, Permitido animais, Elevador;59022540;Natal;Barro Vermelho;Rua Meira Brandão;3
Torres Di Maria Condomínio Clube - 3 Suítes, com Clube Completo!;613000;0;0;91;4;2;Academia, Varanda, Piscina, Área de serviço;Academia, Piscina, Elevador, Permitido animais, Condomínio fechado, Portaria, Salão de festas;59084440;Natal;Neópolis;Rua Caparaó;3
Apartamento para venda com 250 metros quadrados com 4 quartos;2300000;0;0;250;1;4;empty;empty;59014060;Natal;Areia Preta;empty;4
Apartamento para venda possui 142m2 no Tirol;850000;800;0;142;4;2;Piscina, Churrasqueira, Academia, Ar condicionado;Salão de festas, Academia, Condomínio fechado, Piscina, Elevador, Permitido animais;59022540;Natal;Barro Vermelho;Rua Meira Brandão;3
Apartamento para venda com 245 metros quadrados com 4 quartos em Tirol;1050000;0;0;245;5 ou mais;3;Academia;Academia, Elevador;59020200;Natal;Tirol;Avenida Rodrigues Alves - de 601/602 a 983/984;4
Vendo apartamento em candelária com 4 suítes, sala íntima e varanda;1900000;2500;0;420;5 ou mais;4;Varanda, Churrasqueira, Academia, Piscina;Academia, Elevador, Piscina, Salão de festas, Condomínio fechado, Permitido animais;59064430;Natal;Lagoa Nova;Rua Deputado Clóvis Motta;4
Apartamento para venda Porto alto;245000;0;0;56;2;1;empty;empty;59086640;Natal;Neópolis;Avenida Porto de Pedras - até 4505/4506;2
Apartamento reformado em Lagoa Nova (113 m², 3/4, Cond. Principe de Galles);664999;770;0;113;4;2;Piscina, Churrasqueira;Condomínio fechado, Elevador, Portaria, Permitido animais, Piscina, Salão de festas;59062360;Natal;Lagoa Nova;Rua Doutor Antônio Severiano da Câmara;3
Apartamento para venda tem 96 metros quadrados com 3 quartos em Tirol - Natal - RN;460000;847;2413;96;3;2;Churrasqueira, Piscina;Piscina, Permitido animais, Portaria, Salão de festas, Condomínio fechado;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;3
Excelente apto - Condominio Riverside;170000;550;1600;80;2;1;Varanda;Condomínio fechado, Salão de festas;59122650;Natal;Redinha;Rua Ilha das Flores;3
Apartamento à venda, 3 quartos, 3 suítes, 3 vagas, Lagoa Nova - Natal/RN;900000;815;0;154;2;3;Varanda, Academia, Piscina, Churrasqueira;Elevador, Segurança 24h, Piscina, Salão de festas, Academia;59075760;Natal;Lagoa Nova;Rua Padre João Damasceno;3
Apartamento para venda possui 52 metros quadrados com 2 quartos em Ponta Negra - Natal - R;299000;0;0;52;2;1;Academia, Churrasqueira, Piscina;Elevador, Salão de festas, Permitido animais, Academia, Portaria, Piscina, Condomínio fechado;59092560;Natal;Ponta Negra;Rua Doutor Osvaldo Fortes do Rego;2
Oportunidade! Apartamento em Capim Macio com 2 quartos sendo 1 suíte mais dependência de e;119000;410;0;60;2;1;Mobiliado, Churrasqueira;Portaria, Permitido animais, Condomínio fechado, Salão de festas;59082470;Natal;Capim Macio;Rua Walter Duarte Pereira;2
Residencial Côte d Azur;750000;1700;0;178;5 ou mais;3;Salão de festas;Salão de festas, Condomínio fechado, Elevador;59020610;Natal;Tirol;Rua Professor Manoel Fernandes;3
Apartamento com 2 dormitórios à venda, 58 m² por R$ 105.000,00 - Pajuçara - Natal/RN;105000;295;0;58;1;1;empty;empty;59123026;Natal;Pajuçara;Travessa Santo Expedito;2
Apartamento em Lagoa Nova;435000;900;0;109;3;2;empty;empty;59054660;Natal;Lagoa Nova;Rua Agostinho Almeida;3
Apartamento para venda possui 57 metros quadrados com 2 quartos em Lagoa Nova - Natal - RN;240000;470;0;57;2;1;Churrasqueira, Piscina, Ar condicionado;Piscina, Permitido animais, Elevador, Condomínio fechado, Salão de festas;59062500;Natal;Lagoa Nova;empty;2
3 suítes em Capim Macio no Edifício Mediterranée 100% planejado;609999;1200;0;137;4;2;Ar condicionado, Piscina, Academia, Área de serviço, Churrasqueira, Varanda, Armários embutidos;Condomínio fechado, Salão de festas, Elevador, Permitido animais, Academia, Portaria, Piscina;59082010;Natal;Capim Macio;Rua Pastor Gabino Brelaz;3
Excelente apartamento em Petrópolis (260 m², 4/4 sendo 03 suítes);550000;1700;3000;260;5 ou mais;4;Quarto de serviço, Armários embutidos, Armários na cozinha, Área de serviço, Varanda;Salão de festas, Elevador, Condomínio fechado, Permitido animais, Portaria;59020400;Natal;Petrópolis;Avenida Prudente de Morais - até 488 - lado par;4
NATAL - Padrão - Ponta Negra;264490;0;0;49;1;1;Churrasqueira;Salão de festas, Elevador;59094100;Natal;Ponta Negra;Avenida Praia de Ponta Negra - de 8771/8772 a 9019/9020;1
NATAL - Padrão - Ponta Negra;219000;750;0;33;1;1;Mobiliado, Piscina, Varanda, Ar condicionado;Piscina;59090425;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 4738 a 5018 - lado par;1
Vendo apartamento com 04 quartos no Capim Macio;810000;810000;0;120;4;2;Área de serviço, Piscina, Academia;Portaria, Permitido animais, Salão de festas, Academia, Piscina, Condomínio fechado, Elevador;59082090;Natal;Capim Macio;Rua Valter Fernandes;4
Apartamento para venda possui 234 metros quadrados com 4 quartos em Tirol - Natal - RN;1240000;1800;550;234;5 ou mais;3;Piscina, Churrasqueira, Armários na cozinha, Área de serviço, Ar condicionado, Armários embutidos;Elevador, Permitido animais, Salão de festas, Piscina;59015290;Natal;Tirol;Avenida Rui Barbosa;4
Apartamento para venda possui 234 metros quadrados com 4 quartos em Tirol - Natal - RN;1240000;1800;550;234;5 ou mais;3;Piscina, Churrasqueira, Armários na cozinha, Área de serviço, Ar condicionado, Armários embutidos;Elevador, Permitido animais, Salão de festas, Piscina;59015290;Natal;Tirol;Avenida Rui Barbosa;4
Apartamento muito bem localizado em Petrópolis com 55m², 2 quartos sendo 1 suíte, móveis e;225000;450;0;55;2;1;Piscina, Ar condicionado;Salão de festas, Permitido animais, Elevador, Piscina, Condomínio fechado;59012310;Natal;Petrópolis;Rua Cláudio Machado;2
Apartamento no bairro Tirol Natal - RN;500000;1100;0;200;3;2;Área de serviço, Armários na cozinha, Armários embutidos, Quarto de serviço;Salão de festas, Permitido animais, Elevador, Condomínio fechado, Portaria;59020580;Natal;Tirol;Rua das Margaridas;3
OPORTUNIDADE: CONDOMíNIO VILLAGIO VERITTA  - Ótimo preço, sombra e financia;105000;240;0;56;1;1;empty;empty;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
Apartamento com vista para o mar;329500;650;0;60;1;1;Piscina, Mobiliado, Ar condicionado;Condomínio fechado, Elevador, Salão de festas, Permitido animais, Piscina, Portaria;59092100;Natal;Ponta Negra;Avenida Praia de Ponta Negra - de 9021/9022 ao fim;2
verita 2/4 oportunidade;85000;1;1;49;1;1;Churrasqueira;Portaria, Permitido animais, Salão de festas, Condomínio fechado;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
Apartamento 4 quartos em Capim Macio, Natal-RN;640000;560;3067;109;3;2;Academia, Piscina, Churrasqueira;Piscina, Segurança 24h, Salão de festas, Academia;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;4
estrela de natal 2/4 suite;210000;1;1;57;2;1;Piscina, Churrasqueira;Piscina, Permitido animais, Salão de festas, Condomínio fechado, Portaria, Elevador;59066285;Natal;Pitimbu;Rua Barão de Lucena (Lot San Vale);2
NATAL - Apartamento Padrão - Petrópolis;1700000;1300;8000;162;5 ou mais;4;Área de serviço, Academia;Academia, Salão de festas;59020055;Natal;Petrópolis;Avenida Campos Sales - até 539/540;4
Apartamento para venda possui 55 metros quadrados com 2 quartos em Tirol - Natal - RN;300000;600;1800;55;2;1;empty;Condomínio fechado, Portaria, Elevador, Permitido animais;59020200;Natal;Tirol;Avenida Rodrigues Alves - de 601/602 a 983/984;2
Flat para venda possui 47 metros quadrados com 1 quarto em Ponta Negra - Natal - RN;385000;1100;0;47;1;1;Mobiliado, Piscina, Área de serviço, Armários na cozinha, Ar condicionado;Condomínio fechado, Portaria, Piscina, Elevador;59092100;Natal;Ponta Negra;Avenida Praia de Ponta Negra - de 9021/9022 ao fim;1
Flat para venda tem 34 m² com 1 suíte em Ponta Negra - Natal - RN;265000;0;0;34;1;1;Ar condicionado, Piscina, Mobiliado, Churrasqueira, Armários embutidos;Piscina;59092030;Natal;Ponta Negra;Rua Praia de Camboinhas;1
Apartamento de 2 quartos com 59 m2 no Estrela do Atlântico - R$430.000,00  whatsapp:9.9416;430000;438;1950;59;2;1;Churrasqueira, Academia, Piscina;Portaria, Elevador, Salão de festas, Permitido animais, Academia, Piscina, Condomínio fechado;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;2
Ecocil Central Park apartamento de 2 quartos com 64 m2 - R$320.000,00 whatsapp:9.9416.1934;320000;360;0;64;2;1;Varanda, Churrasqueira, Academia, Piscina;Academia, Permitido animais, Salão de festas, Condomínio fechado, Portaria, Piscina, Elevador;59086005;Natal;Neópolis;Rua Lúcia Viveiros;2
Cond SUN GOLDEN - com projetados (;215000;400;1200;56;2;1;Academia, Piscina, Ar condicionado, Churrasqueira;Permitido animais, Salão de festas, Portaria, Elevador, Piscina, Condomínio fechado, Academia;59091130;Natal;Ponta Negra;Rua Joaquim Eduardo de Farias;2
Vendo Apartamento 3 suites Candelaria;299990;0;0;150;4;2;Piscina, Área de serviço;Piscina, Salão de festas, Elevador;59065780;Natal;Candelária;Avenida Governador Tarcísio de Vasconcelos Maia - até 1511/1512;3
Vendo apartamento 2 quartos Tirol;290000;0;0;56;2;1;Área de serviço, Piscina;Piscina, Elevador;59015350;Natal;Tirol;Avenida Almirante Alexandrino de Alencar;2
Apartamento à venda com 47m2 com 2 quartos em Planalto - Natal - RN;100000;0;0;47;1;1;Churrasqueira;Portaria, Condomínio fechado, Permitido animais;59073230;Natal;Planalto;Rua Mira Mangue;2
Apartamento com projetados no Jerônimo Costa;480000;538;0;87;2;2;Área de serviço, Piscina, Academia;Piscina, Academia, Elevador, Segurança 24h;59064330;Natal;Candelária;Rua Anísio de Souza;3
Apartamento com 4/4 sendo 4 suítes - 245 metros - Tirol / Morro Branco - Rafael Negreiros;870000;0;0;245;5 ou mais;3;Churrasqueira, Piscina;Portaria, Salão de festas, Condomínio fechado, Piscina;59015430;Natal;Tirol;Avenida Xavier da Silveira;4
Apartamento com 2 dormitórios à venda, 58 m² - Planalto - Natal/RN - AP0576;120000;250;68;58;1;1;Varanda, Churrasqueira, Piscina;Piscina;59073100;Natal;Planalto;Rua Paracati;2
Apartamento para venda tem 63 metros quadrados com 2 quartos - Tirol - Natal - RN;349900;570;1900;63;2;1;Churrasqueira, Academia, Área de serviço, Ar condicionado, Piscina;Academia, Elevador, Piscina, Portaria, Permitido animais, Condomínio fechado, Salão de festas;59020560;Natal;Barro Vermelho;Rua Desembargador Virgílio Dantas;2
Apartamento em Areia Preta - 175m² 2suites - Vista MAR;1300000;2000;0;175;4;2;empty;empty;59014100;Natal;Areia Preta;Avenida Governador Sílvio Pedroza;2
Vendo Apto no Riviera Ponta Negra;560000;0;0;55;2;1;Varanda, Área de serviço, Mobiliado, Academia, Churrasqueira, Armários na cozinha, Ar condicionado, Piscina, Armários embutidos;Portaria, Piscina, Permitido animais, Elevador, Academia, Condomínio fechado, Salão de festas;59090000;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 3206 a 3766 - lado par;2
Apartamento para venda com 137 metros quadrados com 3 quartos em Tirol - Natal - RN;900000;0;0;137;4;3;Academia, Churrasqueira, Varanda;Elevador, Permitido animais, Condomínio fechado, Academia, Salão de festas, Portaria;59020200;Natal;Tirol;Avenida Rodrigues Alves - de 601/602 a 983/984;3
Edifício Jerônimo Costa da Moura Dubeux - 3 quartos - 87m² - 2 vagas;480000;0;0;87;3;2;Churrasqueira, Piscina, Quarto de serviço, Academia, Varanda, Área de serviço;Academia, Salão de festas, Piscina, Condomínio fechado, Elevador, Portaria, Permitido animais;59064330;Natal;Candelária;Rua Anísio de Souza;3
Green Life Mor Gouveia, apartamento de 2 quartos com 54 m2 - R$289.900,00  whatsapp:9.9416;289900;320;1500;54;2;1;Churrasqueira, Academia, Piscina;Piscina, Condomínio fechado, Academia, Portaria, Permitido animais, Salão de festas, Elevador;59060400;Natal;Nossa Senhora de Nazaré;Avenida Capitão-mor Gouveia - de 1023 a 1751 - lado ímpar;2
Apartamento no Tirol 82 m² com 3 quartos;275000;660;1800;82;2;1;Ar condicionado, Piscina;Condomínio fechado, Permitido animais, Elevador, Piscina, Salão de festas;59020330;Natal;Tirol;Rua Alberto Maranhão;3
APARTAMENTO CONDOMÍNIO TORRES AMINTAS BARROS 3 SUÍTES EM LAGOA NOVA;385000;461;2463;79;3;2;Piscina, Churrasqueira, Ar condicionado;Piscina, Elevador;59062195;Natal;Nossa Senhora de Nazaré;Avenida Amintas Barros - de 484 a 1946 - lado par;3
Entrada em até 36x- Apartamento no Planalto - 2/4 - Com/sem Suíte - Doc Grátis;130000;1;1;52;1;1;empty;empty;59073100;Natal;Planalto;Rua Paracati;2
Apartamento para venda tem 62 metros quadrados com 3 quartos;140000;246;0;62;2;1;empty;empty;59073350;Natal;Planalto;Rua Marcos Augusto Teixeira de Carvalho Filho;3
Edifício Therra Nova apartamento de 2 quartos com 56 m2 - R$269.900,00  whatsapp:9.9416.19;269900;550;1350;56;2;1;Churrasqueira, Piscina;Condomínio fechado, Piscina, Permitido animais, Portaria, Elevador, Salão de festas;59056180;Natal;Lagoa Nova;Rua Doutor Poty Nóbrega;2
Flat à Venda A Beira Mar em Ponta Negra;165000;896;0;36;1;1;Ar condicionado, Piscina, Mobiliado;Piscina;59090040;Natal;Ponta Negra;Rua Coronel Inácio Vale;1
Condomínio Maria do Amaral;1221026;0;0;190;1;4;empty;Elevador;59012240;Natal;Petrópolis;Avenida Deodoro da Fonseca - até 331 - lado ímpar;4
Apartamento para venda com 290 metros quadrados com 3 quartos em Barro Vermelho - Natal -;615000;1350;3793;290;3;2;Ar condicionado;Condomínio fechado, Salão de festas, Permitido animais, Elevador, Portaria;59020380;Natal;Barro Vermelho;Praça Augusto Leite;3
Ótimo Apto Semi-Mobiliado, 3/4 Sendo 01 Suite com Closet, 98m², 02 Vagas;340000;1100;2800;98;3;2;Área de serviço, Varanda, Ar condicionado;empty;59056300;Natal;Lagoa Nova;Avenida Rui Barbosa;3
Apartamento com 2 dormitórios à venda por R$ 180.000,00 - Candelária - Natal/RN;180000;380;1200;97;2;1;empty;empty;59065200;Natal;Candelária;Rua Frei Henrique de Coimbra;2
Flat com 1 Quarto à venda por R$ 220.000 - Ponta Negra - Natal/RN;220000;420;0;27;1;1;Piscina;Piscina, Elevador;59090425;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 4738 a 5018 - lado par;1
Flat reformado e mobiliado em Ponta Negra;290000;748;1100;34;1;1;Mobiliado, Ar condicionado, Piscina;Condomínio fechado, Piscina, Elevador;59090000;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 3206 a 3766 - lado par;1
Duplex para venda tem 270 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN;500000;1250;0;270;4;2;Churrasqueira;Condomínio fechado, Elevador;59075740;Natal;Lagoa Nova;Avenida Miguel Castro;3
Apartamento de frente para o mar em Areia Preta;220000;624;0;35;1;1;Varanda, Piscina, Ar condicionado, Mobiliado;Condomínio fechado, Piscina, Permitido animais, Portaria, Elevador;59014100;Natal;Areia Preta;Avenida Governador Sílvio Pedroza;1
Apartamento para venda Les Amis, 97m², com 3 quartos em Lagoa Nova - Natal - RN;681000;0;0;97;1;2;Piscina, Churrasqueira, Área de serviço, Varanda, Academia;Salão de festas, Academia, Condomínio fechado, Elevador, Piscina;59062470;Natal;Lagoa Nova;Rua José Claudino Leite;3
Apartamento para venda tem 60m² com 2/4 em Cidade Alta - Natal - RN;150000;380;0;60;1;1;Área de serviço, Varanda;empty;59025350;Natal;Cidade Alta;empty;2
Apartamento à venda, 3 quartos, 3 suítes, 2 vagas, Lagoa Nova - Natal/RN;750000;0;2616;105;4;2;Ar condicionado, Piscina, Churrasqueira, Área de serviço, Mobiliado, Varanda;Piscina, Salão de festas, Permitido animais, Segurança 24h, Elevador;59063650;Natal;Lagoa Nova;Rua Vicente Mesquita;3
LUSTOSA DA CAMARA;550000;880;0;170;3;2;empty;empty;59025140;Natal;Cidade Alta;Rua José de Alencar;3
Apartamento para venda tem 116 metros quadrados com 3 quartos em Tirol - Natal - RN;310000;650;0;116;3;2;empty;Elevador, Permitido animais, Portaria, Condomínio fechado;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;3
Vendo apartamento 3 quartos Petrópolis;275000;960;0;80;2;2;Área de serviço;Elevador;59012310;Natal;Petrópolis;Rua Cláudio Machado;3
Condomínio Solarium;350000;945;0;77;1;2;Churrasqueira, Área de serviço, Varanda;Elevador, Salão de festas, Condomínio fechado;59065600;Natal;Candelária;Avenida do Sol;3
Apto com 4 Quartos, sendo 4 suites à venda por R$ 999.000 - Tirol - Natal/RN;999000;1900;6489;237;5 ou mais;3;Mobiliado, Piscina, Ar condicionado, Academia;Segurança 24h, Piscina, Elevador, Academia;59014500;Natal;Tirol;Rua Maria Auxiliadora;4
Apartamento para venda no Palladio - Tirol.;2460000;1489;8720;208;5 ou mais;4;Academia, Varanda, Ar condicionado, Mobiliado, Piscina, Churrasqueira;Elevador, Permitido animais, Portaria, Condomínio fechado, Salão de festas, Piscina, Academia;59020510;Natal;Tirol;Avenida Prudente de Morais - de 490 a 1666 - lado par;3
Apartamento belíssimo em Capim Macio - 95m² - Natal/RN;430000;810;2800;95;1;2;Área de serviço;Elevador;59082140;Natal;Capim Macio;Rua Desembargador José Gomes da Costa;3
Flat para aluguel e venda tem 46 metros quadrados com 1 quarto em Ponta Negra - Natal - RN;290000;662;170;46;1;1;Churrasqueira, Piscina, Mobiliado;Portaria, Elevador, Condomínio fechado, Piscina;59090410;Natal;Ponta Negra;Rua das Algas;1
Apartamento para venda com 58 metros quadrados;410000;0;0;58;2;2;empty;empty;59082420;Natal;Capim Macio;Rua Presbítero Porfírio Gomes da Silva;2
Apartamento à venda, Capim Macio, Natal, RN;354000;450;150;59;2;1;Churrasqueira, Piscina;Piscina;59082090;Natal;Capim Macio;Rua Valter Fernandes;2
Apartamento no Tirol (142 m², 03 suítes, anda intermediário, Cond. Nossa Senhora do Líbano;549999;1350;0;142;4;2;Piscina, Churrasqueira;Portaria, Salão de festas, Piscina, Elevador, Permitido animais, Condomínio fechado;59022180;Natal;Tirol;Rua Joaquim Inácio;3
VARANDAS DE PONTA NEGRA;320000;900;2072;74;2;1;Churrasqueira, Piscina, Ar condicionado, Varanda, Mobiliado;Piscina, Condomínio fechado, Elevador;59090840;Natal;Ponta Negra;Rua da Praia;1
Para vc Empreendedor, Vendo Flat 60m2 já dividido em 2Flat no Quality Suítes em Ponta Negr;309900;1130;1700;60;2;1;Ar condicionado, Armários na cozinha, Armários embutidos, Academia, Mobiliado, Piscina;Condomínio fechado, Portaria, Elevador, Academia, Piscina;59090425;Natal;Ponta Negra;empty;2
Apartamento para venda tem 94 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN;240000;550;0;94;2;2;empty;Portaria, Elevador, Condomínio fechado;59056140;Natal;Lagoa Nova;Rua Dom Joaquim de Almeida;3
Apartamento para venda tem 58 metros quadrados com 2 quartos em Lagoa Nova - Natal - RN;370000;480;2200;58;1;2;Academia, Área de serviço, Piscina, Churrasqueira;Elevador, Condomínio fechado, Permitido animais, Academia, Portaria, Piscina, Salão de festas;59062570;Natal;Lagoa Nova;empty;2
Belíssimo apartamento no Tirol;1100000;750;empty;120;4;2;Armários embutidos, Armários na cozinha, Mobiliado, Ar condicionado;Condomínio fechado, Elevador, Portaria, Permitido animais, Piscina, Salão de festas;59014530;Natal;Tirol;Rua Vereador João Alves da Silva Filho;3
Apartamento mobiliado dois quartos no Cristalo Ponta Negra;480000;800;0;54;2;1;Mobiliado, Piscina, Armários na cozinha, Armários embutidos, Ar condicionado;Permitido animais, Salão de festas, Portaria, Condomínio fechado, Piscina, Elevador;59092020;Natal;Ponta Negra;Rua Praia Farol da Barra;2
Lindo apto 4 suítes em L Nova;1050000;1800;4500;270;4;3;Ar condicionado, Varanda, Mobiliado, Churrasqueira, Área de serviço, Armários embutidos, Piscina, Quarto de serviço, Armários na cozinha;Condomínio fechado, Portaria, Elevador, Permitido animais, Salão de festas, Piscina;59015290;Natal;Tirol;Avenida Rui Barbosa;4
Apto para Venda e Locação em Tirol, 2/4 Sendo 1 Suíte,1 Banheiro,1 Vaga,;278899;0;0;55;2;1;Varanda;empty;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;2
Cobertura 3 suítes à venda, 170 m²  R$ 1.020.000 - Tirol, Natal/RN;1020000;750;3973;170;1;empty;Piscina, Ar condicionado, Academia, Área de serviço, Churrasqueira;Academia, Piscina, Segurança 24h;59015270;Natal;Tirol;Rua Deputado Joaquim Câmara;3
Apartamento para Venda em Natal, Candelária, 3 dormitórios, 1 suíte, 3 banheiros, 2 vagas;350000;800;0;140;3;2;empty;empty;59066035;Natal;Candelária;Avenida Governador Tarcísio de Vasconcelos Maia - de 1513/1514 ao fim;3
Apartamento para venda possui 503m2 em Petrópolis;2700000;0;0;503;5 ou mais;4;Academia, Churrasqueira, Varanda;Academia, Salão de festas, Elevador, Condomínio fechado, Permitido animais;59012270;Natal;Petrópolis;Rua Doutor Manoel Dantas;4
Apartamento à venda, 3 quartos, 3 suítes, 2 vagas, Neópolis - Natal/RN;595000;400;2000;90;4;2;Churrasqueira, Piscina, Varanda, Academia;Condomínio fechado, Piscina, Salão de festas, Academia, Permitido animais, Portaria;59084440;Natal;Neópolis;Rua Caparaó;3
Apartamento com 2/4 e 64 m2 no condomínio clube em Natal !;340000;0;0;64;2;2;Piscina, Armários na cozinha, Varanda, Churrasqueira, Academia;Salão de festas, Permitido animais, Academia, Portaria, Elevador, Piscina, Condomínio fechado;59086005;Natal;Neópolis;Rua Lúcia Viveiros;2
Apartamento para venda no Les Amis Lagoa Nova em Natal/RN.;669000;0;0;82;2;2;Varanda, Piscina, Churrasqueira;Piscina;59062470;Natal;Lagoa Nova;Rua José Claudino Leite;3
Natal - Apartamento Padrão - Lagoa Nova;1150000;0;6000;236;5 ou mais;3;Churrasqueira, Piscina, Área de serviço, Armários na cozinha;Piscina;59075770;Natal;Lagoa Nova;Rua Morais Navarro;3
Disponível para venda  Condomínio Clube Paradise Village;350000;344;1464;55;2;2;empty;empty;59082120;Natal;Capim Macio;Rua Antônio Madruga;2
Última unidade no Brisa das Dunas em Lagoa Nova - Ambientação da Trenna Arquitetura;903000;0;0;142;4;2;Academia, Varanda, Área de serviço, Piscina, Quarto de serviço, Churrasqueira;Elevador, Permitido animais, Portaria, Condomínio fechado, Salão de festas, Piscina, Academia;59064360;Natal;Lagoa Nova;empty;3
Apartamento para Venda em Natal, Tirol, 2 dormitórios, 1 suíte, 2 banheiros, 2 vagas;315000;0;0;55;2;2;Piscina, Churrasqueira;Piscina;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;2
Apartamento com 2 quartos com suíte - Natal - RN;264900;350;1100;58;2;1;Piscina, Churrasqueira, Varanda, Academia, Área de serviço;Salão de festas, Segurança 24h, Academia, Elevador, Piscina;59012145;Natal;Rocas;empty;2
APARTAMENTO RESIDENCIAL em NATAL - RN, PONTA NEGRA;330000;432;1910;58;1;1;empty;empty;59090515;Natal;Ponta Negra;Rua do Golfinho;2
APARTAMENTO RESIDENCIAL em NATAL - RN, PONTA NEGRA;330000;432;1910;58;1;1;empty;empty;59090515;Natal;Ponta Negra;Rua do Golfinho;2
